city,count,latitude,longitude
Murliguda,2,18.47329,81.768109
Mondonedo,2,4.68335,-74.25007
Qararat al-Qatef,2,31.664415,14.654513
Manika,2,23.896709,84.304574
Manpur,2,21.186332999999998,82.298903
Daman,2,34.475,70.53222199999999
Kirfi district,2,10.394167,10.532222
Matalam district,2,7.083386,124.899953
Hayy al-Askari,2,34.691246,43.718243
Ayn al-Baydah,2,36.1044,42.9686
Calinog,2,11.14579,122.51464399999999
Puerto Valdivia,2,7.289972,-75.39269300000001
Nasao,2,29.295556,69.006389
Kafr al-Zayat,2,30.819121999999997,30.823359000000004
Sangam,2,33.827506,75.072066
Ashmuqam,2,33.863243,75.284813
Jamal Kala,2,33.325371999999994,68.422627
Garkida,2,10.406074,12.567006
Panchagarh district,2,26.336306,88.55176
Itamar,2,32.171833,35.309437
Takhteh Pol,2,31.319702000000003,65.959854
Thanon,2,6.7378089999999995,101.428271
Hawtah district,2,13.062222,44.881389
Asyud,2,34.05267,44.93325
Goera Rongat,2,25.341993,90.480937
Hamdan,2,15.500716,44.087540999999995
Gisuru,2,-3.4583269999999997,30.500725
Caldono district,2,2.791269,-76.403448
Albu Kamal,2,34.451935,40.911190000000005
Cologne,2,50.937531,6.960278999999999
Marte,2,12.366284,13.828917
Pase Mas,2,6.015119,101.951925
Hani,2,38.414259,40.39266
Tinsukia,2,27.492347,95.34682600000001
Mamasapano,2,6.927408,124.498084
Jabania,2,17.027995,43.033777
Chihuahua,2,28.632996000000002,-106.0691
Ali Kala,2,33.421827,68.578186
Novosvitlivka,2,48.508188,39.469453
Lakhisarai district,2,25.180788,85.965391
Krado,2,6.716952,101.300567
Mahmud Raqi,2,35.015114000000004,69.34875500000001
New Delhi,2,28.687022999999996,77.317725
Kukawa,2,12.923945,13.564097
Burin,2,32.184659,35.249229
Nachou,2,24.597387,93.775257
Batong,2,5.773351,101.07405899999999
Tambo district,2,28.51897,67.90467
Pashtun Zarghun district,2,34.276953999999996,62.615188
Cubara district,2,6.999182000000001,-72.109703
Kaya,2,3.549715,30.879964
Bargi Matal district,2,35.725265,71.288397
Ka Pho district,2,6.588544000000001,101.562226
Mecca,2,21.523557999999998,41.919647
Al-Abbasi,2,35.27615,43.59217
Gadiras,2,18.505819,81.554154
Sil-ipon,2,8.383211,124.69882199999999
Alamada,2,7.333046,124.56695900000001
Glasgow,2,55.897911,-4.20354
Quibdo,2,5.692234,-76.658002
Memla,2,34.2976,70.100723
Pratappur,2,23.819589999999998,86.878468
Kubaysah,2,33.592064,42.618965
Santa Marta,2,0.43595100000000003,-75.52767
Rangli Rangliat,2,27.024762,88.355703
Konta,2,17.812075,81.383041
Sandaouadjiri,2,11.115472,13.934921
Tinago,2,12.850032,123.98328000000001
Zaganiah,2,33.860725,44.683871999999994
Kulp,2,38.497881,41.011091
Buluan,2,6.719264,124.793365
Banganga,2,27.685994,83.145563
Sultan Khel,2,34.079964000000004,71.196915
Jobin,2,34.783266999999995,70.054879
Ghail,2,16.032999,44.766690999999994
Dukin,2,32.511906,62.13330500000001
Muzaffarpur,2,26.119685,85.364401
Morur,2,12.935797,22.402925
Sahiwal,2,30.658203999999998,73.16199499999999
Tirkit district,2,34.925074,43.809003999999995
Trento,2,8.04532,126.06183999999999
Tur al-Bahah,2,13.0076,44.4645
Mudiyah district,2,13.933001999999998,46.083264
Jakana,2,11.666179,14.043616
Jol,2,9.550021000000001,8.787427000000001
Jiribam,2,24.8,93.12
Dera Ismail Khan district,2,31.831335,70.901972
Wasita,2,32.831711999999996,21.687634
Mati,2,6.9518759999999995,126.216168
Qala-i-Najil,2,34.886044,70.110825
Karaj,2,36.545,42.883611
Bin Jawad,2,30.80162,18.086216
Shah Alam,2,32.254932000000004,70.422279
Damak,2,26.671815999999996,87.667963
Ramnagar,2,23.820388,88.738738
Gumalang,2,7.216311,125.395845
Labuo,2,7.130171000000001,125.049507
Yankajah,2,34.856136,44.569965
Batangas,2,13.756464999999999,121.05830800000001
Jarabulus,2,36.81863,38.011127
Mellit,2,18.357098,26.431191
Edinburgh,2,55.945538,-3.187182
Sewri,2,31.908191,67.158049
Chahar Dara,2,32.45,62.066667
Abiteye,2,5.532462000000001,5.898714
Hatamuniguda,2,19.583710999999997,83.500638
Awang,2,7.159586999999999,124.21486100000001
Temuco,2,-38.735902,-72.590374
Sasawa,2,12.050918,12.099174
Nalapaan,2,7.053999999999999,124.67199699999999
Nimrud,2,36.098627,43.328475
Karbindha,2,24.4157,87.302856
Hanover,2,52.368390999999995,9.754008
Ghisonaccia,2,42.017022999999995,9.404009
Huancamayo,2,-14.021944,-75.21777800000001
Bawiyah,2,33.100011,44.583299
Bursa,2,40.188528000000005,29.060964000000002
Vellore,2,12.916517,79.132499
Khani Chahar Bagh district,2,37.000833,65.223889
Ghallanai,2,34.320023,71.399002
Albu Ghanim,2,33.453312,43.372253
Radfan district,2,13.466667000000001,44.99
Khanaqin,2,34.347343,45.383274
Ghaghra,2,23.2672,84.551048
Lukhi,2,34.296415,70.214648
Amarwa,2,11.831317,13.150848000000002
Mastumah,2,35.863627,36.634392
An Nada,2,33.8625,45.287222
Wesh,2,30.974178000000002,66.437027
Dadaab,2,0.0537,40.307877000000005
Garsoor,2,6.7702789999999995,47.431191
Drubgam,2,33.822967999999996,74.81589
Laukkaing,2,23.693281,98.772316
Lubero district,2,-0.151501,29.239388
Sayyid Abdullah,2,32.861838,44.507578
Isare,2,-3.345114,29.483216
Moirangpurel,2,24.782971,94.129474
Suluq,2,31.669186,20.249641
Petrivka,2,48.812513,39.283463
Barang,2,23.273037,84.42120600000001
Um Dukhun,2,13.48,22.98
Cholnar,2,19.209141,81.991659
Buenaventura district,2,3.8905510000000003,-77.078864
South Garo Hills district,2,25.330097,90.563609
Jangai,2,24.505218,85.005333
Tandragee,2,54.35610500000001,-6.414757
Luq district,2,3.7980129999999996,42.544463
El Wak district,2,3.053793,40.903086
Bakka Khel,2,32.956882,70.502495
Chalon-sur-Saone,2,46.781571,4.850999
Ngo,2,4.484502,7.414698
Panansalan,2,7.687185,126.190054
Qila Abdullah district,2,30.805486,66.712915
Ratnipora,2,33.920852000000004,74.943838
Mamundioma,2,0.6863600000000001,29.704679
Khaliqabad,2,32.393762,72.253046
Mithri,2,29.362564000000003,67.820442
Santiago district,2,16.715581,121.553653
Bandung,2,-6.914542,107.60783899999998
Raga,2,8.47,25.68
Surkh Kotal,2,36.007178,68.553922
Diani,2,-4.320864,39.573347999999996
Hajjah,2,15.686525,43.597214
Matibay,2,6.660596000000001,122.14483200000001
Zueitina,2,30.951601,20.118898
Balipeta,2,18.8689,83.115376
Poleglass,2,54.562314,-6.035202
Zahra,2,25.531389,62.875278
Jalozai,2,33.927608,71.807838
Silakota,2,17.880463,81.444141
Calaocan,2,16.070387,120.764955
Shandara,2,34.555251,71.05869100000001
Dungu,2,3.6165550000000004,28.566622
Novhorodske,2,48.322994,37.848389000000005
Kuda,2,10.888939,13.629118
Chaghatak,2,35.95771,64.74588299999999
Rajnandgaon district,2,21.097832,81.031553
Pedarak,2,27.053555,64.815421
Trnovi,2,45.183961,15.828342000000001
Sabratha,2,32.622827,12.369284
Margherita,2,27.291065999999997,95.669461
Baga Sola,2,13.533582999999998,14.317182999999998
Banamba,2,13.55,-7.45
Tehri,2,23.61285,83.84876899999999
Bukavu,2,-2.502512,28.866666
Ouenkoro,2,13.386128,-3.826936
Beit Lahiya,2,31.55302,34.506347999999996
Del Carmen,2,12.175646,123.730202
Artema,2,48.78764,39.307635999999995
Gulchin,2,34.85,63.64305600000001
Balibayon,2,9.5882,125.6537
Barikab,2,34.303501000000004,70.715721
Lere,2,15.715278,-4.904167
Akcay,2,37.442446000000004,42.110997
Mbaya,2,7.238650999999999,9.292253
Jazirat Albu Dhiyab,2,33.470655,43.302853000000006
San Pascual,2,12.466744,124.64788899999999
Ercis district,2,39.031154,43.359797
Kokchayal,2,34.875107,62.824321999999995
Bani-Bangou,2,15.046071,2.701572
Choeng Khiri,2,6.267888,101.581653
Bosso district,2,9.652386,6.52606
Todka,2,18.701833999999998,80.99426700000001
Juab,2,6.168744,101.84303299999999
Imphal East district,2,24.780654000000002,93.967437
Argelia district,2,2.25575,-77.24933399999999
Albuquerque,2,35.068259000000005,-106.62154
Hasti,2,32.689514,68.327637
Baraho,2,6.82613,101.277923
Gungat Jur,2,34.650278,71.221944
Barahom,2,6.869267,101.317581
Maringue district,2,-17.914407999999998,34.357406
Tantangan,2,6.571909,124.75829099999999
Sheikh Baba Gulona,2,34.566889,71.248975
Tangi,2,34.300682,71.651253
Nambol,2,24.694024,93.80684000000001
Laylan,2,35.313244,44.517466
Pa Rai,2,6.681064,101.220998
Toowoomba,2,-27.581561999999998,151.93383400000002
Spin Jumat,2,34.117556,69.632802
Malewada,2,15.800344,73.732776
Ercis,2,39.029039000000004,43.359125
Yenegoa,2,4.921162000000001,6.274773000000001
Shinwari,2,35.080556,69.2475
Tongomayel,2,14.067682000000001,-1.481006
Tere Zayi district,2,33.392683,70.170346
Reasnor,2,41.577354,-93.02400300000001
Ocapan,2,7.720472,123.26328899999999
Mairari,2,12.683079,13.437737
Mamdi district,2,13.003044000000001,14.738038000000001
Maradah,2,29.202868,19.217541
Al-Hajj,2,35.739262,43.321033
Badlapur,2,19.162708,73.23937099999999
Ramak,2,33.519455,68.62751800000001
Siversk,2,48.871651,38.098625
Kabkabiya district,2,13.651143,24.090425
Abu Dhabi,2,24.490743,54.396166
Haflong,2,25.16331,93.012824
Ismail Khel,2,34.463333,68.716944
Lubo Buesa,2,6.425555999999999,101.696107
Mildu,2,10.795341,13.579087
Uch Sharif,2,29.239081,71.064611
Balaghat district,2,21.813833,80.183952
Polomolok,2,6.224513,125.060841
Tijaban,2,26.026148000000003,63.715561
Albu Musa,2,33.948570000000004,44.915994
Mutuali,2,-14.873994,37.006014
Bunia district,2,1.566435,30.249975
Chakkarakkal,2,11.890899000000001,75.46876400000001
Chamtali,2,34.231285,70.157865
Tash Kala,2,35.847119,65.23884
Ovia North-East district,2,6.646076,5.612865
Wachi,2,33.805394,75.03394399999999
Moghul,2,35.978245,65.40889
Karnah,2,34.492931,74.280819
Ipekyolu,2,38.500718,43.375724
Asaba,2,6.197962,6.7284820000000005
Batasan,2,6.948108,125.15973500000001
Addis Ababa,2,9.030153,38.737257
Dir district,2,34.869017,71.903777
Sanghar district,2,25.857677,69.478454
Minya al-Qamh,2,30.510479999999998,31.345509000000003
Jabal Saraj district,2,35.118338,69.234113
Maekang,2,6.735194,101.174272
Qambar Abad,2,33.991084,71.253845
Midi,2,16.321998999999998,42.814075
Nyanya,2,9.006931,7.566801
Utrar,2,35.515375,72.474576
Camagong,2,8.968959,125.33663700000001
Miranda district,2,3.251528,-76.229027
Plong Hoi,2,6.625234,101.512011
Fundri,2,18.797987,80.81433100000001
Wasada,2,10.813778999999998,13.147073
Saray,2,38.653375,44.171486
Sambolawan,2,6.908157000000001,124.550297
Ash Shamsiyah,2,33.338363,45.033978000000005
Omoku,2,5.341536,6.655474000000001
Abgarmak,2,35.737859,63.828646
Cherat,2,33.906875,71.908866
Guindulungan district,2,6.959764,124.39708
Panghsai,2,22.271667,98.466389
Dhanora,2,19.639548,79.474944
Efrat,2,31.653589,35.149934
Itahari,2,26.663978999999998,87.275163
Amontay,2,10.190674000000001,122.85248200000001
Boulikessi,2,14.802079,-1.3029309999999998
Hardan,2,36.471466,42.102936
Puducherry,2,11.909316,79.748299
Sbiba district,2,35.395466,9.197867
Raydah,2,14.881758,49.146743
Janbazpora,2,34.222732,74.372414
Mughayir,2,32.018673,35.344147
Malimono,2,9.617155,125.401468
Mabar,2,14.795403,44.290528
Hatyan,2,33.627287,42.719923
Effurun,2,5.562259,5.780003
Datu Hoffer,2,6.862806,124.443649
Caddow Dibille,2,2.086154,45.071129
San Fernando,2,7.848097,125.34713300000001
Bongao,2,5.031979,119.772504
Abu Khanazir,2,33.88443,44.761154
Chapai Nawabganj district,2,24.579720000000002,88.27045
Dagu,2,10.4,12.983333
Fermo,2,43.16117,13.716888
Charlotte Amalie,2,18.340668,-64.92687600000001
Funhalouro,2,-23.09475,34.384980999999996
Nasro Qala,2,34.90398,69.209122
Umuahia,2,5.5282860000000005,7.493378999999999
Sidi Khaled,2,32.787208,22.412763
Tortoorow,2,2.250067,44.692326
Dunmurry,2,54.553417,-6.003314
Cali,2,3.4293440000000004,-76.516037
Baba Nazar,2,36.034978,68.64522
Kabasalan,2,6.97282,124.63085500000001
Dadsara,2,33.904121,75.085403
Shaykh Baba,2,34.399525,45.142685
Al-Aroub,2,31.621017,35.138527
Chota Lahore,2,34.049744,72.36624300000001
Balli Khadar,2,11.254022,49.200417
Hamidpur,2,30.112116999999998,71.39574
Ciudad Guayana,2,8.302296,-62.714989
Qazi Pump,2,33.498296,71.03416
Hedri,2,19.586765,80.344397
Jowhar district,2,2.78,45.5008
Shewa,2,34.248245000000004,72.352425
Bangkal,2,6.053166,121.04278799999999
Hamad,2,26.118904,50.502213
Talahandak,2,18.798683,1.8318330000000003
Macabiso,2,7.27413,124.25918200000001
New Visayas,2,6.941653,126.058523
Edendale,2,-29.650993,30.294632
Abobo,2,5.419135,-4.0205519999999995
Ranji,2,35.408611,43.679444000000004
Darla,2,22.994711,85.21530600000001
Sempora,2,34.031402,74.905649
Badr,2,35.148073,44.333556
Labach,2,26.470146000000003,65.218781
Ukhia,2,21.212501,92.16300799999999
Nice,2,43.697264000000004,7.270508
Vitiya,2,24.881833,86.91805
Bori,2,4.672828,7.370033
Rutshuru district,2,-1.18557,29.446951000000002
Arhab district,2,15.799444,44.246389
Escalante,2,10.841287,123.49933600000001
Shivalaya,2,23.837506,89.787257
Igo,2,7.657064999999999,9.772456
Antrim,2,54.709106000000006,-6.181734
Ortacanak,2,39.018605,40.574546000000005
Agouni,2,17.77444,-3.366689
Novobakhmutivka,2,48.244808,37.741577
Essen,2,51.470203999999995,7.00255
Sibayan,2,6.784057000000001,125.21796699999999
Barachatti,2,24.502494,85.00713499999999
Mojarras,2,1.8840080000000001,-77.200806
Union,2,7.8085130000000005,126.09430400000001
Mandozai,2,33.015285999999996,70.618063
Patokh,2,29.045403999999998,69.158711
At Tall,2,33.60722,36.314327
Musayyib district,2,32.78751,44.288128
Taif,2,21.276647,40.400121
Bongabon,2,15.631110999999999,121.14388899999999
Nabi Sheet,2,33.874396999999995,36.112118
Chiniot district,2,31.72,72.9789
Thangbung Minnou,2,24.214748,94.268814
Zakhel,2,36.703552,68.847084
Dolo,2,13.317001000000001,24.86787
Soma district,2,39.182783,27.606033
Kutkai,2,23.459657999999997,97.936234
Ad-Dana,2,36.213078,36.769512
Zichron Yaakov,2,32.571232,34.951382
Turbat district,2,25.931715,62.653769999999994
Darazo,2,10.99779,10.410488
Qarabagh,2,33.193142,68.10185200000001
Bansalan,2,6.7908610000000005,125.205552
Lulimba,2,-4.68123,28.653290000000002
Kapitanove,2,48.831548,38.775957
Kostiantynivsky district,2,48.459072,37.789142
Majdal Shams,2,33.269406,35.772117
Hamdan district,2,15.5,44.083333
Mabileg,2,17.081516,120.6083
Al-Khadra,2,17.447464,44.718525
Etapalli,2,19.598623,80.226578
Al-Khawkhah,2,13.810242,43.24831
Bourem,2,16.953733,-0.345012
Gaya,2,24.781467000000003,84.986412
Julmi,2,23.973156,85.65515699999999
Dallas,2,32.779578,-96.804259
Mahayag,2,8.123819000000001,123.43406599999999
Chandel district,2,24.182748999999998,94.151376
Balo,2,6.443276,101.450951
Aroman,2,7.291291,124.786023
Mendhar,2,33.60502,74.14341999999999
Dobandi,2,36.694138,68.815025
Bang Nak,2,6.424408000000001,101.81639799999999
Shah Kas,2,33.976094,71.37211500000001
Salfit,2,32.085094,35.180832
Sambulawan,2,6.909338000000001,124.54745700000001
Minuf,2,30.465984999999996,30.930646000000003
Maidani,2,34.704444,70.23944399999999
Pune,2,18.515879,73.85804
Suwaib,2,33.635913,42.828811
Trang,2,7.564467999999999,99.623908
Luna Sur,2,6.954822999999999,125.09399099999999
Santa Clara,2,14.02711,121.20396699999999
Johannesburg,2,-26.177683,28.110844
Shyshkove,2,48.643559,39.2234
Ali Shari,2,33.939667,70.011864
Ethiope East district,2,5.636518,5.964841000000001
Quebradanegra,2,5.117584,-74.479136
Lucknow,2,26.846694,80.946166
Kifri district,2,34.689444,44.960556
Qarrat Durrah,2,35.673284,44.073417
Gamay,2,12.382933999999999,125.29948999999999
Nushki district,2,29.555805,66.019589
Benli,2,12.401442,121.32746599999999
Namtu,2,19.860278,97.010278
Nazran,2,43.2267,44.770569
Yamale,2,5.965549,20.529325
Mudiyah,2,13.933554999999998,46.082678
Girdi,2,34.108604,70.666676
Oragitok,2,25.548502,90.326607
San Rafael,2,4.7631190000000005,-75.03057199999999
Medellin,2,6.242026,-75.564766
Cedeno,2,7.047219999999999,-72.170244
Campbelltown,2,40.256710999999996,-76.581162
Anticala,2,8.947538,125.540623
Kohistanat district,2,35.384572,65.94500500000001
Navotas,2,14.672042000000001,120.957726
Awdheegle,2,1.978939,44.832062
Shaar Binyamin,2,31.865575,35.261645
Al-Jawf,2,13.838204999999999,45.836225
Dam,2,7.788031,9.166207
Asansol,2,23.673945,86.952395
Diphu,2,25.846525,93.429875
Jaww,2,26.0,50.616667
Itkhori,2,24.297477,85.162195
Pamed,2,18.197464,80.898398
La Paz,2,7.476866,122.86185800000001
Karaw,2,35.568057,43.901621
Magura,2,23.428973000000003,89.436391
Radaa district,2,14.327778,44.906407
Madhuban,2,24.003563,86.147194
Tung Chung,2,22.281976999999998,113.93654699999999
Sro Kali,2,34.218158,71.556353
Aheri,2,19.414199,80.007962
Semporna,2,4.504502,118.623828
Rajpora,2,33.824264,74.853135
Koro,2,14.074579,-3.082313
Guangzhou,2,23.126288,113.262464
Darae Bum,2,35.120148,63.462097
Spin Ghbarg,2,32.185840999999996,67.017548
Gevas district,2,38.296171,43.107687
Astrakhan,2,46.358805,48.059934999999996
Zakura,2,34.161699,74.831705
Pendhri,2,20.148689,79.807611
Ghani Khel district,2,34.195840999999994,70.787515
Buthidaung,2,20.870767999999998,92.53027900000001
Pulumur district,2,39.486504,39.895394
Bonigam,2,33.632553,75.133339
Thakurgaon,2,26.027364000000002,88.464611
Luq,2,3.8082839999999996,42.547290999999994
Hassan Khel,2,33.668611,68.61166700000001
Yenisehir district,2,36.783333,34.6
Qoryoley district,2,1.9130909999999999,44.552719
Dharan,2,26.813025,87.28149
Petah Tivka,2,32.089161,34.88382
Gumsuri,2,11.053073,12.807238
Makha Top,2,34.757748,71.279682
Krasnyi Lyman,2,48.987865,37.797001
Sangali,2,7.0695380000000005,122.20716100000001
Strasbourg,2,48.585075,7.734752
Bagha,2,24.197485,88.83710500000001
Sayyed Abdullah,2,32.861765000000005,44.507374
Tashan Alade,2,10.488333,12.419444
Kurusu de Hierro,2,-23.124529000000003,-56.69481999999999
Riang,2,6.40346,101.446621
Ceel Cadde,2,3.10111,42.240947
Shawa,2,33.242778,70.483611
Lakhipur,2,26.035216000000002,90.305265
Dungannon,2,54.50853000000001,-6.763131
Tartus,2,34.895928000000005,35.886652000000005
Naira,2,33.838635,74.925262
Tame district,2,6.458529,-71.73324699999999
Shamal Gah,2,32.491389,62.256111
Habiganj district,2,24.415958,91.438875
Maragusan,2,7.352189,126.15454
Minaz,2,26.2969,63.080119999999994
Surigao,2,9.78472,125.48969299999999
Ilustre,2,7.323202,125.0574
Hayy al-Jamiah,2,33.055448,43.714248
Zalayah,2,34.316204,43.868365000000004
Azzan,2,14.326654999999999,47.447216
Panapur,2,25.224226,83.642865
Koda Khel,2,34.440220000000004,71.129993
Nurgal district,2,34.679295,70.746684
Kitulaan,2,7.249683999999999,124.790605
Ayn al-Hisyan,2,36.318344,42.21035
Kothi,2,23.337664999999998,82.055566
Nuseirat,2,31.449966999999997,34.392909
Chirand,2,25.740541,84.82485799999999
Sayd Khel district,2,35.066666999999995,69.25
Ofakim,2,31.312067,34.621792
Koleng,2,18.769297,82.036808
Kukawa district,2,12.923945,13.564097
Buenaventura,2,3.8884440000000002,-77.069878
Kipolot,2,7.602753999999999,125.169529
Kayapinar district,2,37.935377,40.185565999999994
Koila-Moila,2,26.686673,90.575337
Wulgo,2,12.483854,14.184197
Danlag,2,6.4730550000000004,125.007076
Bentuco,2,12.850547,124.07131100000001
Douentza,2,15.00705,-2.9543049999999997
Payyanur,2,12.110783999999999,75.21031500000001
Maydani,2,34.704444,70.23944399999999
Tadao,2,18.358247,120.681708
Ahmad Abad district,2,33.773610999999995,69.339722
Rom Sai,2,6.034819000000001,101.763778
Gueskerou,2,13.483374,12.843024
Sverdlovsk,2,48.078724,39.60743
Mango,2,34.885760999999995,70.380013
Handarat,2,36.29137,37.15876
Palhalan,2,34.182659,74.547279
Ko Sathon,2,6.215369,102.06040300000001
Lokchao,2,24.82,93.95
Basuba,2,-2.26936,40.900679
Aski Mosul,2,36.513023,42.738479
Shorabak district,2,30.243821,66.046353
Maramag,2,7.761217,125.001825
Bihsud,2,34.449008,70.497569
Yangi Qala district,2,37.468478999999995,69.62216
Bilad al-Qadeem,2,26.206879,50.556702
Narbal,2,34.11404,74.67041
Sawran,2,36.566479,37.216244
Middlesbrough,2,54.574227,-1.234956
Kumasi,2,6.6666,-1.616271
Harardhere,2,4.656037,47.85524
Mykolayiv,2,46.971734000000005,32.000598
Pag-oring Nuevo,2,13.65625,122.985452
Riko,2,6.050601,101.85902800000001
Aurangabad,2,19.877166,75.343336
Tirah,2,33.786885999999996,70.705311
Dumuria,2,24.402006,87.53603199999999
Agra,2,27.159083000000003,77.990667
Chiang Mai,2,18.753122,99.01565500000001
Baizai,2,34.439444,71.668611
Pokrovsk district,2,48.259679,37.376661999999996
Hisa-i-Awali Kohistan district,2,35.138052,69.344652
Chaeng Wattana,2,13.866642,100.496338
Arua,2,3.027392,30.908958000000002
Mussa,2,10.657752,12.905499
Chattanooga,2,35.031789,-85.184718
Simuay,2,7.288572,124.232076
Nawab Shah,2,26.241957,68.399292
Mazidagi district,2,37.477305,40.486657
Thalibah,2,33.408039,44.303436
Pokhara,2,28.239344,83.99551
Kiamba,2,5.989446,124.629173
Kombani,2,-4.188921,39.588626
Tuguegarao,2,17.627693,121.717033
Rashid,2,31.400744,30.417069
Pervari district,2,37.880223,42.623616
Bangai,2,9.533333,8.7
Tambo,2,13.583885999999998,123.05976299999999
Iba,2,15.332065,119.979541
Benapole,2,23.042289999999998,88.898364
Shah Hasankhel,2,32.354408,67.257683
Miango,2,9.85125,8.683428
Gurpinar district,2,38.324672,43.409105
Jamilah,2,34.319722,45.050278000000006
Norlane,2,-38.091417,144.357575
Kagizman,2,40.141954,43.119885
Khaki Jabar district,2,34.324145,69.408388
Metekel district,2,11.21902,35.092855
Al-Shalaq,2,31.207882,34.068871
Casiguran,2,12.86674,124.016722
Bhairamgarh,2,19.007832,81.05793
Waygal,2,35.183333000000005,70.983333
Panabo,2,7.308998,125.685896
Brak,2,27.545029,14.277712
Ocana,2,8.233333,-73.35
Traghen,2,25.930001,14.43498
Overland Park,2,38.982228000000006,-94.670792
Shadi Kor,2,25.398026,63.448317
Ad Dibs district,2,35.329201,43.943678999999996
Fittja,2,59.25074,17.862651
West Garo Hills district,2,25.567937,90.224466
Lomakyne,2,47.168003999999996,37.717799
Yamu,2,6.859666000000001,101.367886
Sirnoo,2,33.877513,74.887261
Nabundas,2,6.881950999999999,124.48393
Kizilyurt,2,43.201,46.863865000000004
Kathua,2,32.403056,75.514649
Tangla,2,26.657086,91.912479
Khawkhah district,2,13.705788,43.289405
Colalo,2,16.9192,120.7623
Shamozai,2,34.684032,72.12680300000001
Psagot,2,31.900337,35.22467
Burane,2,2.959365,45.515193
Madathakonda,2,18.113038,82.42832
Kajaki,2,32.270052,65.050844
Cotabato,2,7.209594,124.24196599999999
Damaturu district,2,11.746996000000001,11.966192
Gumsa,2,12.560931,11.79933
Tappa,2,16.751296,122.02856100000001
Hafizabad,2,32.072582000000004,73.684555
Suswam,2,7.350826,8.836276
Hind Khel,2,32.800575,70.49556
Nimargh,2,29.178055999999998,66.294167
Kangarwa,2,13.326179000000002,13.475137
Sarkol,2,34.803112,72.765153
Linantangan,2,6.930046000000001,124.487183
Murhu,2,22.97266,85.28099
Ramgarh,2,23.633224,85.514874
Logomani,2,12.203505999999999,14.01755
Gilai,2,34.821911,71.339096
Padgampora,2,33.909212,74.997163
Meme,2,10.973114,14.234245000000001
George Town,2,5.414144,100.332776
Calticak,2,36.799721000000005,30.578428000000002
Kedumim,2,32.210992,35.158162
Ghayl Ba Wazir district,2,14.877189999999999,48.927175
Laja Ahmad Khail district,2,33.833333,69.65
Limook,2,6.642103,122.136596
Gal Hareeri,2,4.5315,47.147171
Piparwar,2,23.721446,85.04805999999999
Qaryatayn,2,34.227745,37.244217
Kabang,2,6.429345,101.021248
Geelong,2,-38.138255,144.348328
Lucban district,2,14.114120999999999,121.55486299999998
Jazirat Khalidiyah,2,33.410796999999995,43.561432
Agali,2,11.101431,76.64722900000001
Kutum district,2,14.205915,24.663844
Maftul,2,34.795466999999995,44.669154
Bud Bud,2,4.192246,46.473099
Tangi Murch,2,36.281901,69.176345
Koronadal,2,6.497656,124.849655
Jebrael,2,34.378471000000005,62.141815
Thavidissery,2,12.171542,75.277189
Godar,2,31.604684999999996,64.368945
Mirhama,2,33.652708000000004,75.018035
Linzo Sisene,2,0.490833,29.456936
Baraki Rajan,2,33.937279,68.924347
Karezak,2,34.52969,68.975123
Rashad district,2,35.135849,44.087711999999996
Taxila,2,33.739647,72.802071
Buner district,2,34.394321999999995,72.615117
Riverside,2,10.1675,123.040833
El Tigre,2,0.49918999999999997,-76.89443
Noorpora,2,33.902347,75.03957700000001
Qayyarah district,2,35.758034,43.285451
Lusaka,2,-15.418939000000002,28.276133
Hazar Bagh,2,36.985233,69.37938299999999
Maharagama,2,6.852214999999999,79.924867
Bangkerohan,2,7.761796,122.58251399999999
Kayo Mati,2,6.546224,101.633398
Sarikamis district,2,40.333401,42.590478999999995
Mohkam,2,33.319423,68.45004200000001
Al-Hadan,2,15.503956,45.4091
Koirengei,2,24.883964000000002,93.919673
Sanjawi,2,30.271502,68.32032
Syze,2,48.637352,39.201656
Ajas,2,34.332737,74.677444
Harare,2,-17.82956,31.053909
Abu Siba,2,33.904641,44.781168
Mapawa,2,9.735495,125.51926399999999
Calbayog,2,12.0668,124.5962
Araibo,2,7.149184,125.94563600000001
Doroluman,2,7.3393880000000005,125.1106
Gojra,2,31.147109999999998,72.686498
Tanyong Limo,2,6.284165,101.78666
Laurel,2,14.049884,120.90359299999999
Bolan district,2,29.229304,67.666223
Changlangshu,2,26.420131,95.019992
Godogodo,2,9.434235000000001,8.350026
Midyat district,2,37.422971000000004,41.355907
Beyotes,2,6.49288,-71.560744
Villasis,2,15.892278,120.593024
Karmei Tzur,2,31.608978000000004,35.099361
Surkhab,2,32.628228,65.87576
Hesakocha,2,22.908351,85.936127
Baaj district,2,36.042008,41.715348999999996
Bukhari Qala,2,35.85759,64.50739300000001
Munger district,2,25.192321,86.536618
Garsila,2,12.385349,23.138853
Jemaa district,2,9.346554,8.267225999999999
El Carmen,2,8.533733999999999,-73.456863
Indelimane,2,15.870556,1.519722
Toteng,2,6.1175559999999995,101.85906999999999
Tibagon,2,7.244258,125.89114099999999
Dado Khel,2,34.087162,69.094116
Heorhiivka,2,48.429584000000006,39.273365000000005
Lexington,2,38.052751,-84.49364200000001
Hay al-Wihdah,2,36.142311,43.024778000000005
Lubero,2,-0.15170799999999998,29.242865000000002
Newcastle,2,-27.743173,29.936357
Mainari,2,11.83445,13.144442999999999
Ban Rue Poh,2,6.1586110000000005,101.669722
Umm Qasr,2,30.038057000000002,47.925789
La Canaguata,2,7.02115,-72.061275
